"","PLOT","ENTRYNO","GID","ENTRY","DESIGNATION","PARENTS","SOURCE","REP","ROW","COLUMN","SEEDING_DATE","FLW","MATURITY","PLTHGT","TILLER","MC","Plotyield.H","MISSHILL","Plotyield.C","Plotyield.Adj","LODGING","Ldg.Sticks","GLH","BPH","BLAST","BB1","BB2","HARVESTDATE","REMARKS","Plotyield.Adj_resid_fixed"
"203",638,"B1371",2754684,"IR10N205","IR 85145-14-2-3-3-2","IR 72906-32-1-3-3/IR 73712-68-3-1-2//IR 65450-173-2-1-1-3-3","B3354",1,"1","56",20130608,89,119,121,17,10.3,2840,2,2886,2962,NA,NA,5,5,0,"1","1","14-Oct","ok",0
"204",344,"B1372",2697369,"IR10N216","IR 85147-45-1-2-3-2","IR 73012-15-2-2-1/IR01N144//IR 72890-81-3-2-2","B3603",1,"10","47",20130608,92,122,119,17,11.7,2208,NA,2916,2267,"9","S",5,5,3,"1","5","10-Oct","shb ",9.09494701772928e-13
"205",575,"B1373",2697813,"IR10N225","IR 85151-18-2-1-3-2","IR01N106/IR01N194//IRRI 143","B3604",1,"3","53",20130608,94,124,116,13,9,3239,NA,2707,3427,NA,NA,5,5,4,"1","7","17-Oct"," Good, god erect flags",-4.54747350886464e-13
"206",632,"B1374",2697338,"IR10N237","IR 85154-84-3-3-2-3","IR01N111/IRRI 164//IR 72890-81-3-2-2","B3605",1,"1","62",20130608,94,124,142,17,11.3,2905,NA,NA,2996,"3",NA,7,7,3,"1","5","14-Oct",NA,0
"207",590,"B1550",2697336,"IR10N238","IR 85155-22-2-2-2-2","IR01N126/IR02N174//IR 72903-121-2-1-2","B3606",1,"3","38",20130608,89,119,125,13,10.8,3237,NA,NA,3357,"7","S",3,3,5,"1","1","10-Oct","shb, spreading-type",13.0000000000014
"208",625,"B1550",2697336,"IR10N238","IR 85155-22-2-2-2-2","IR01N126/IR02N174//IR 72903-121-2-1-2","B3606",2,"2","64",20130608,89,119,130,15,10.2,3190,NA,NA,3331,"7","S",NA,NA,NA,"1","1","11-Oct","shb,",-12.9999999999986
"209",656,"B1375",2697295,"IR10N256","IR 85611-46-3-3-1","IR02W101/IR 71701-28-1-4","B3355",1,"1","38",20130608,89,119,122,11,11.3,2291,3,2347,2363,"9","S",5,5,1,"1","5","09-Oct","not so uniform, shb",-4.54747350886464e-13
"210",518,"B1376",2697282,"IR10N259","IR 85612-32-1-1-2","IR02W101/IR 72164-348-6-2-2-2","B3356",1,"5","44",20130608,84,114,129,15,10.2,3311,NA,3574,3457,"7","S",5,5,1,"1","5","11-Oct","shb",9.09494701772928e-13
"211",495,"B1377",2697278,"IR10N260","IR 85612-37-1-3-3","IR02W101/IR 72164-348-6-2-2-2","B3357",1,"6","66",20130608,82,112,117,13,11,2589,2,2675,2679,"7","S",5,3,1,"1","5","10-Oct","ShB",4.54747350886464e-13
"212",500,"B1378",2697256,"IR10N263","IR 85621-13-2-2-1","IR 65482-7-216-1-2-B/IR 72164-348-6-2-2-2","B3358",1,"5","62",20130608,81,111,129,15,10.7,2723,5,2335,2827,"7","S",5,7,1,"1","5","11-Oct","few segregation, shb",4.54747350886464e-13
"213",636,"B1379",2696717,"IR10N266","IR 85627-42-2-2-3","IR01W106/IR 71676-90-2-2","B3607",1,"1","58",20130608,91,121,131,16,10.7,2586,NA,NA,2685,"9",NA,5,7,0,"1","7","14-Oct",NA,0
"214",399,"B1380",2696709,"IR10N269","IR 85627-61-2-2-2","IR01W106/IR 71676-90-2-2","B3608",1,"8","36",20130608,87,117,111,12,12.2,2498,NA,2590,2550,"5",NA,5,7,0,"1","5","11-Oct","shb, godd flags",0
"215",189,"B1099",2696706,"IR10N270","IR 85627-66-3-2-2","IR01W106/IR 71676-90-2-2","B3359",1,"5","10",20130608,90,120,115,19,12,2663,NA,2761,2725,NA,NA,3,3,7,"1","7","10-Oct","very cmpact, good flags",208.5
"216",275,"B1099",2696706,"IR10N270","IR 85627-66-3-2-2","IR01W106/IR 71676-90-2-2","B3359",2,"2","11",20130608,91,121,119,17,10.5,2218,NA,2604,2308,"5",NA,NA,NA,NA,"1","7","10-Oct","bb, shb",-208.5
"217",460,"B1551",2696701,"IR10N271","IR 85627-96-3-3-1","IR01W106/IR 71676-90-2-2","B3609",1,"7","36",20130608,90,120,117,17,10.3,1555,NA,2533,1622,NA,NA,3,7,4,"1","7","09-Oct","Neck blast, shb",-248.500000000002
"218",516,"B1551",2696701,"IR10N271","IR 85627-96-3-3-1","IR01W106/IR 71676-90-2-2","B3609",2,"5","46",20130608,91,121,113,17,12.1,2073,NA,2766,2119,"5","S",NA,NA,NA,"1","7","14-Oct","shb",248.499999999998
"219",59,"B1100",2696697,"IR10N272","IR 85627-100-3-3-2","IR01W106/IR 71676-90-2-2","B3610",1,"9","8",20130608,90,120,114,19,9.8,1624,NA,1884,1703,NA,NA,5,1,5,"1","7","05-Oct","shb, neck blast (NB)",-246
"220",243,"B1100",2696697,"IR10N272","IR 85627-100-3-3-2","IR01W106/IR 71676-90-2-2","B3610",2,"3","22",20130608,91,121,124,17,11,2121,NA,3280,2195,"5",NA,NA,NA,NA,"1","5","10-Oct",NA,246
"221",10,"B1101",2697138,"IR10N276","IR 85644-2-3-2-2","IR 79499-14-1-2-2/IR 65450-173-2-1-1-3-3","B3360",1,"10","10",20130608,85,115,113,31,11.2,2717,NA,2717,2805,"5",NA,5,3,4,"1","5","31-Oct","shb",4.54747350886464e-13
"222",196,"B1102",2697075,"IR10N285","IR 85649-17-1-2-2","IR05N334/IR 72225-20-3-2-3","B3361",1,"5","3",20130608,88,118,120,20,10.4,2777,NA,3188,2893,NA,NA,5,1,4,"1","5","09-Oct","shb",4.54747350886464e-13
"223",438,"B1381",2697068,"IR10N286","IR 85649-28-1-3-3","IR05N334/IR 72225-20-3-2-3","B3362",1,"7","58",20130608,88,118,122,17,10.5,2880,NA,2760,2997,"9","S",3,9,4,"1","5","11-Oct","shb",0
"224",351,"B1382",2697046,"IR10N289","IR 85649-118-2-1-1","IR05N334/IR 72225-20-3-2-3","B3611",1,"10","54",20130608,90,120,141,18,10.4,2680,NA,2336,2792,"7","S",5,9,1,"1","5","17-Oct","shb",4.54747350886464e-13
"225",226,"B1103",2697035,"IR10N290","IR 85650-11-2-3-3","IR05N341/IR 64680-81-2-2-1-3","B3363",1,"4","28",20130608,86,116,121,17,11,2761,NA,2661,2857,"7",NA,7,1,0,"1","7","30-Sep","shb",4.54747350886464e-13
"226",456,"B1383",2697033,"IR10N291","IR 85650-30-3-1-2","IR05N341/IR 64680-81-2-2-1-3","B3612",1,"7","40",20130608,93,123,132,16,10,2283,NA,2979,2389,"5","S",5,7,4,"1","5","14-Oct","shb",4.54747350886464e-13
"227",342,"B1384",2697027,"IR10N292","IR 85650-42-1-3-2","IR05N341/IR 64680-81-2-2-1-3","B3613",1,"10","45",20130608,92,122,137,14,11.1,2550,NA,2498,2636,"9","S",5,5,4,"1","05-Mar","17-Oct","shb, long pan",4.54747350886464e-13
"228",444,"B1385",2696999,"IR10N294","IR 85650-123-3-1-3","IR05N341/IR 64680-81-2-2-1-3","B3614",1,"7","52",20130608,91,121,144,18,10.3,2007,NA,2353,2093,"7","S",5,5,4,"1","7","17-Oct","shb",9.09494701772928e-13
"229",443,"B1386",2696858,"IR10N303","IR 85811-49-4-2-3","IR 72906-32-1-3-3/IR02N139//PSB RC 64 (IR 59552-21-3-2-2)","B3615",1,"7","53",20130608,98,128,131,21,11.8,1365,NA,2705,1400,"9","S",5,5,3,"1","7","10-Oct","shb",4.54747350886464e-13
"230",559,"B1387",2696855,"IR10N304","IR 85811-57-3-1-3","IR 72906-32-1-3-3/IR02N139//PSB RC 64 (IR 59552-21-3-2-2)","B3616",1,"4","64",20130608,93,123,121,13,10,2523,NA,2243,2640,NA,NA,5,5,0,"1","3","14-Oct","ShB",0
"231",449,"B1552",2696828,"IR10N305","IR 85820-92-3-2-3","IR01A154/IR01N194//IR 59682-132-1-1-2 (PSB RC 52)","B3364",1,"7","47",20130608,87,117,138,21,10.1,3213,NA,2073,3359,"5","S",3,9,0,"1","5","09-Oct","shb",201
"232",585,"B1552",2696828,"IR10N305","IR 85820-92-3-2-3","IR01A154/IR01N194//IR 59682-132-1-1-2 (PSB RC 52)","B3364",2,"3","43",20130608,89,119,133,16,11.2,2864,NA,NA,2957,"7","S",NA,NA,NA,"1","7","14-Oct",NA,-201
"233",348,"B1388",2830417,"IR10N362","IR 85805-28-2-2-3-2","IR 71700-247-1-1-2/IR 59682-132-1-1-2 (PSB RC 52)//IR 71701-28-1-4","B3365",1,"10","51",20130608,86,116,118,19,10.7,3156,2,2750,3277,"9","S",5,5,6,"1","5","10-Oct","shb",9.09494701772928e-13
"234",116,"A1104",3022709,"IR11A106","IR 87468-39-1-3-3","IR00A103/IR 72875-94-3-3-2","A3489",1,"7","17",20130608,86,116,122,20,9.8,3121,NA,3380,3273,NA,NA,5,5,0,"7","7","09-Oct","shb",1.36424205265939e-12
"235",496,"A1389",2972687,"IR11A151","IR 87523-71-3-1-2","IR00A115/IR 72875-94-3-3-2","A3247",1,"5","66",20130608,88,118,147,19,11.2,3009,NA,2742,3107,"7","S",7,5,1,"1","1","11-Oct","shb",4.54747350886464e-13
"236",390,"A1553",2971765,"IR11A192","IR 87464-69-3-2-1","BR 29/JANAKI","A3490",1,"9","40",20130608,93,123,148,14,9.1,1749,NA,2222,1849,"7","S",5,7,0,"7","5","10-Oct","Leaf problem,BB",-323.5
"237",606,"A1553",2971765,"IR11A192","IR 87464-69-3-2-1","BR 29/JANAKI","A3490",2,"2","45",20130608,91,121,134,21,9.9,2382,NA,NA,2496,"7",NA,NA,NA,NA,"1","7","17-Oct","BB, shb",323.5
"238",608,"A1390",2971770,"IR11A193","IR 87464-106-1-2-3","BR 29/JANAKI","A3491",1,"2","47",20130608,94,124,128,21,9,2135,NA,NA,2259,"9","S",7,9,1,"7","5","17-Oct","BB, ShB",4.54747350886464e-13
"239",191,"A1105",3022800,"IR11A208","IR 87477-83-1-2-1","IR00A107/IR 72875-94-3-3-2","A3248",1,"5","8",20130608,83,113,120,17,9.9,2817,NA,2780,2951,NA,NA,5,5,0,"7","7","04-Oct","shb",4.54747350886464e-13
"240",42,"A1106",3023474,"IR11A255","IR 87514-36-1-3-3","IR 72875-94-3-3-2/IRRI 143","A3492",1,"9","25",20130608,94,124,115,16,11.1,2465,NA,2436,2548,"7",NA,3,5,3,"1","1","11-Oct",NA,4.54747350886464e-13
"241",506,"A1554",3022919,"IR11A279","IR 87527-1-3-1-3","IR04A427/BR 29","A3493",1,"5","56",20130608,89,119,138,16,12,2156,3,3433,2206,"5","S",3,9,2,"1","5","14-Oct","shb, yellowing of leaves",-583.5
"242",596,"A1554",3022919,"IR11A279","IR 87527-1-3-1-3","IR04A427/BR 29","A3493",2,"2","35",20130608,87,117,119,13,10.5,3241,NA,NA,3373,NA,NA,NA,NA,NA,"1","7","11-Oct","""orange"" flag leaves",583.5
"243",508,"A1555",3022947,"IR11A282","IR 87527-119-1-2-4","IR04A427/BR 29","A3494",1,"5","54",20130608,97,127,154,18,10.3,2443,NA,2201,2548,"7",NA,3,5,2,"1","5","20-Oct","rainfed-type",-148
"244",610,"A1555",3022947,"IR11A282","IR 87527-119-1-2-4","IR04A427/BR 29","A3494",2,"2","49",20130608,98,128,161,12,11.4,2761,NA,NA,2844,"7","S",NA,NA,NA,"1","5","20-Oct",NA,148
"245",566,"A1391",3022957,"IR11A283","IR 87527-140-3-2-5","IR04A427/BR 29","A3249",1,"3","62",20130608,95,125,141,13,11.5,2013,1,2763,2072,"9","S",7,9,1,"7","7","20-Oct","Bb,",1.81898940354586e-12
"246",373,"A1392",3022970,"IR11A284","IR 87527-186-2-3-3","IR04A427/BR 29","A3495",1,"9","57",20130608,90,120,144,18,11.2,1885,NA,2692,1946,"7","S",7,9,1,"7","5","17-Oct","shb",1.81898940354586e-12
"247",646,"A1393",3022972,"IR11A285","IR 87527-193-1-2-2","IR04A427/BR 29","A3250",1,"1","48",20130608,87,117,148,11,10.1,2750,NA,NA,2875,"5",NA,3,7,1,"1","5","17-Oct",NA,4.54747350886464e-13
"248",264,"A1107",3023505,"IR11A287","IR 87528-13-2-2-1","IR04A427/IR 65450-173-2-1-1-3-3","A3496",1,"3","1",20130608,93,123,134,19,10.9,3075,NA,1984,3186,"5",NA,3,3,1,"1","1","14-Oct",NA,1.36424205265939e-12
"249",401,"A1394",3023526,"IR11A292","IR 87528-81-2-2-1","IR04A427/IR 65450-173-2-1-1-3-3","A3497",1,"8","38",20130608,89,119,120,15,11.6,2916,NA,3291,2997,"7","S",3,3,2,"1","5","10-Oct",NA,0
"250",368,"A1556",2972293,"IR11A293","IR 87529-6-1-2-1","IR04A427/IR 69726-116-1-3 (MATATAG 1)","A3498",1,"9","62",20130608,89,119,133,17,11.3,2888,NA,2449,2979,"9","S",3,5,3,"1","5","10-Oct",NA,-347.499999999999
"251",543,"A1556",2972293,"IR11A293","IR 87529-6-1-2-1","IR04A427/IR 69726-116-1-3 (MATATAG 1)","A3498",2,"4","48",20130608,87,117,125,13,9.8,3503,NA,2355,3674,"5","S",NA,NA,NA,"1","5","11-Oct",NA,347.500000000001
"252",526,"A1395",2972296,"IR11A294","IR 87529-41-1-2-1","IR04A427/IR 69726-116-1-3 (MATATAG 1)","A3499",1,"5","36",20130608,93,123,130,18,11.6,2448,NA,2871,2516,"7","S",3,3,3,"1","5","17-Oct",NA,9.09494701772928e-13
"253",378,"A1557",2972309,"IR11A297","IR 87529-120-3-1-2","IR04A427/IR 69726-116-1-3 (MATATAG 1)","A3500",1,"9","52",20130608,95,125,133,19,10.2,1959,NA,2880,2046,"9","S",3,5,3,"1","5","17-Oct","shb",-341.5
"254",435,"A1557",2972309,"IR11A297","IR 87529-120-3-1-2","IR04A427/IR 69726-116-1-3 (MATATAG 1)","A3500",2,"7","61",20130608,89,119,132,16,9.7,2599,NA,2311,2729,"9","S",NA,NA,NA,"1","5","14-Oct","shb",341.5
"255",335,"A1396",3023555,"IR11A303","IR 87530-105-2-3-3","IR04A427/IR 72875-94-3-3-2","A3501",1,"10","38",20130608,90,120,115,19,11,2947,NA,2585,3050,NA,NA,5,3,2,"1","5","09-Oct",NA,167.666666666667
"256",476,"A1558",3023555,"IR11A303","IR 87530-105-2-3-3","IR04A427/IR 72875-94-3-3-2","A3501",1,"6","47",20130608,92,122,125,16,9.9,2305,NA,2742,2415,"3",NA,3,7,3,"1","1","14-Oct","shb",-467.333333333333
"257",557,"A1558",3023555,"IR11A303","IR 87530-105-2-3-3","IR04A427/IR 72875-94-3-3-2","A3501",2,"4","62",20130608,90,120,126,12,9.1,3010,NA,2230,3182,"3",NA,NA,NA,NA,"1"," 1/5","14-Oct",NA,299.666666666667
"258",420,"A1559",3023573,"IR11A306","IR 87531-25-3-3-3","IR04A427/IR 73006-12-3-3-2","A3502",1,"8","57",20130608,89,119,123,20,9.6,3081,NA,2605,3239,"5","S",3,9,1,"1","5","11-Oct",NA,242.000000000001
"259",510,"A1559",3023573,"IR11A306","IR 87531-25-3-3-3","IR04A427/IR 73006-12-3-3-2","A3502",2,"5","52",20130608,91,121,125,21,12.4,2705,NA,2864,2755,"7","S",NA,NA,NA,"1","3","14-Oct",NA,-241.999999999999
"260",347,"A1397",3023603,"IR11A314","IR 87531-111-2-2-3","IR04A427/IR 73006-12-3-3-2","A3503",1,"10","50",20130608,87,117,137,17,10.5,2453,NA,2438,2553,"9","S",3,3,0,"5-7","5","09-Oct","shb",4.54747350886464e-13
"261",412,"A1398",3023024,"IR11A325","IR 87533-129-3-3-3","IR04A427/IRRI 143","A3504",1,"8","49",20130608,88,118,123,17,9.6,2868,NA,2587,3015,"7","S",5,3,4,"1","05-Mar","10-Oct",NA,-4.54747350886464e-13
"262",502,"A1399",3023039,"IR11A334","IR 87535-124-3-1-3","IR04A427/IR 59682-132-1-1-2 (PSB RC 52)","A3505",1,"5","60",20130608,92,122,135,14,10.7,2642,NA,2560,2743,"7","S",5,3,4,"1","5","17-Oct",NA,4.54747350886464e-13
"263",481,"A1400",2972722,"IR11A341","IR 87542-86-2-2-1","IR05A125/CIHERANG","A3506",1,"6","52",20130608,90,120,130,14,10.5,2605,NA,2719,2711,"7","S",5,5,0,"1"," 1/5","14-Oct",NA,4.54747350886464e-13
"264",642,"A1401",3158615,"IR11A391","IR 89169-89-2-2-1","IR 72875-94-3-3-2/IR 73006-12-3-3-2//Mae khaw","A3251",1,"1","52",20130608,92,122,130,15,10.4,2243,NA,NA,2337,"7","S",3,5,4,"1","5","14-Oct","shb",4.54747350886464e-13
"265",389,"A1402",3219693,"IR11A417","IR 88684-91-1-1-2","IR05A117/IR02W101","A3507",1,"9","41",20130608,92,122,165,13,10.3,3014,NA,3213,3144,"7","S",3,7,2,"1","05-Mar","14-Oct",NA,-4.54747350886464e-13
"266",489,"A1403",3157718,"IR11A429","IR 88696-131-1-3-3","IR 62161-184-3-1-3-2 R/IR02W101","A3508",1,"6","60",20130608,93,123,123,16,11.9,2455,7,2689,2515,"5",NA,3,3,2,"1","5","17-Oct",NA,4.54747350886464e-13
"267",433,"A1404",3219003,"IR11A481","IR 88654-81-2-1-2","IRRI 168/IR02W101","A3509",1,"7","63",20130608,87,117,122,15,9,2563,NA,2268,2712,"5",NA,3,3,0,"1","5","09-Oct",NA,4.54747350886464e-13
"268",499,"A1405",3219008,"IR11A483","IR 88654-99-2-1-1","IRRI 168/IR02W101","A3510",1,"5","63",20130608,90,120,130,16,10.3,2311,NA,1918,2410,"7",NA,3,1,1,"1","5","14-Oct","shb",0
"269",491,"A1406",3219038,"IR11A490","IR 88662-90-1-3-1","IR 72903-99-2-3-2/IR01W102","A3511",1,"6","62",20130608,92,122,118,16,10.3,1731,NA,1771,1805,"7","S",5,3,0,"1","3","17-Oct",NA,1.81898940354586e-12
"270",316,"A1108",3158779,"IR11A583","IR 89204-36-2-1-3","IR06F561/IR 72875-94-3-3-2//Mae khaw","A3512",1,"1","15",20130608,89,119,139,26,12.2,2766,NA,1801,2824,"9","S",3,5,4,"1","1","10-Oct","shb",0
"271",139,"A1109",3158780,"IR11A584","IR 89204-79-3-3-1","IR06F561/IR 72875-94-3-3-2//Mae khaw","A3513",1,"6","7",20130608,88,118,134,14,13,2762,7,2420,2794,"9","S",3,3,1," 1/7","5","10-Oct",NA,0
"272",551,"F1407",3246887,"IR11F186","IR 88760-SUB 93-3-3-3","IRRI 154/IR07F290","F3667",1,"4","56",20130608,107,137,154,23,12.3,1822,NA,3060,1858,"5","S",7,3,2,"1","5","25-Oct","very Tall",2.04636307898909e-12
"273",631,"F1408",3246650,"IR11F239","IR 88789-SUB 64-2-2-3","MEKONGGA/IR07F289","F3668",1,"1","63",20130608,103,133,128,22,13.1,1734,NA,NA,1752,NA,NA,9,3,0,"5","7","20-Oct",NA,4.54747350886464e-13
"274",362,"F1409",3246513,"IR11F267","IR 89262-SUB 5-2-3-2","MANAW THUKHA/IR 71701-28-1-4//IRRI 149","F3670",1,"10","65",20130608,94,124,122,17,10.5,2272,NA,1977,2364,NA,NA,9,5,3,"1","5","17-Oct","shb, hi tillering,leaf problem",-4.54747350886464e-13
"275",45,"B1110",2971736,"IR11N121","IR 87079-90-1-3-2-2","IR05N341/IR 64680-81-2-2-1-3//PSB RC 10 (IR 50404-57-2-2-3)","A3252",1,"9","22",20130608,86,116,120,21,10.1,2606,1,2623,2724,NA,NA,3,1,4,"1","7","03-Oct",NA,4.54747350886464e-13
"276",402,"B1560",2972796,"IR11N202","IR 87546-42-3-2-3","IR05N173/BR 29","B3617",1,"8","39",20130608,90,120,151,17,10.5,3680,NA,2944,3830,"7","S",9,9,3,"1","1","10-Oct",NA,299.000000000002
"277",493,"B1560",2972796,"IR11N202","IR 87546-42-3-2-3","IR05N173/BR 29","B3617",2,"6","64",20130608,93,123,150,20,10.9,3120,NA,2041,3232,"7","S",NA,NA,NA,"1","3","14-Oct","shb",-298.999999999998
"278",480,"B1561",2972813,"IR11N205","IR 87546-84-3-3-2","IR05N173/BR 29","B3618",1,"6","51",20130608,93,123,147,17,10.4,3194,NA,2692,3328,"9","S",5,5,0,"7","5","14-Oct",NA,179.5
"279",614,"B1561",2972813,"IR11N205","IR 87546-84-3-3-2","IR05N173/BR 29","B3618",2,"2","53",20130608,93,123,143,18,11.1,2872,NA,NA,2969,"7","S",NA,NA,NA,"7","7","17-Oct","bb",-179.5
"280",523,"B1410",2972871,"IR11N225","IR 87550-52-2-3-3","IR05N173/IRRI 143","B3619",1,"5","39",20130608,95,125,127,19,10.1,2553,NA,2928,2669,"5","S",3,5,2,"1","1","14-Oct",NA,4.54747350886464e-13
"281",528,"B1411",3220090,"IR11N239","IR 89191-19-3-3-3","IR05A117/IR 59682-132-1-1-2 (PSB RC 52)//NSIC RC 158","B3620",1,"5","34",20130608,93,123,118,13,10.7,2533,NA,3365,2630,"5","S",5,3,0,"7","7","11-Oct","Bb",4.54747350886464e-13
"282",393,"B1412",3158499,"IR11N296","IR 88664-42-3-2-2","IR 73013-95-1-3-2/IR 67966-44-2-3-2","B3621",1,"9","37",20130608,91,121,136,18,9.7,2164,NA,2450,2272,"9","S",3,1,0,"1","1","14-Oct","shb",-4.54747350886464e-13
"283",380,"B1562",3158718,"IR11N313","IR 89197-128-2-1-2","IR05N173/IRRI 143//IR 67966-44-2-3-2","B3622",1,"9","50",20130608,90,120,137,19,11.2,2610,NA,3027,2695,"7","S",3,5,0,"1","1-3","10-Oct",NA,-526.999999999999
"284",594,"B1562",3158718,"IR11N313","IR 89197-128-2-1-2","IR05N173/IRRI 143//IR 67966-44-2-3-2","B3622",2,"3","34",20130608,90,120,123,12,9.8,3574,NA,NA,3749,"5","S",NA,NA,NA,"1","3","11-Oct",", Very good",527.000000000001
"285",430,"B1413",3158952,"IR11N324","IR 88713-88-2-3-2","IR 72890-81-3-2/NSIC RC 158","B3623",1,"7","66",20130608,93,123,132,16,9.1,2016,NA,3120,2131,"9","S",5,1,0,"1","1","17-Oct",NA,1.81898940354586e-12
"286",408,"B1414",3158963,"IR11N328","IR 88723-21-1-3-1","IR01N110/NSIC RC 158","B3624",1,"8","45",20130608,89,119,119,18,9.8,2336,NA,2821,2450,"3",NA,3,1,0,"1","5","14-Oct","shb",4.54747350886464e-13
"287",326,"B1111",3219955,"IR11N403","IR 89179-78-1-3-3","IR 72967-12-2-3/IR00A117//IR 65482-4-136-2-2-B","B3625",1,"1","5",20130608,86,116,129,17,9.9,2927,NA,2610,3067,NA,NA,5,3,5,"1"," 1/5","09-Oct","shb",0
"288",337,"W1415",3022309,"IR11W109","IR 87054-243-3-1-3-3","IR 65482-4-136-2-2-B/IR 71701-28-1-4//IR 64680-81-2-2-1-3","W3690",1,"10","40",20130608,88,118,108,15,9.2,3246,NA,2663,3427,NA,NA,3,3,0,"1","5","17-Oct"," good",9.09494701772928e-13
"289",160,"A1112",3272352,"IR12A105","IR 89182-1-2-2-2-3","IR04A427/IR 65450-173-2-1-1-3-3//Mae khaw","A3253",1,"6","28",20130608,88,118,124,18,9.9,2734,NA,2806,2864,NA,NA,5,3,1,"7","7","30-Sep","bb, shb",0
"290",293,"A1113",3346739,"IR12A106","IR 89186-63-2-3-3-2","IR04A427/IR BB 60-1//IR02W101","A3514",1,"2","29",20130608,100,130,119,20,9.8,2793,NA,1239,2929,NA,NA,5,1,3,"1","7","17-Oct","late; compact; erect flags",0
"291",24,"A1114",3272879,"IR12A108","IR 90203-4-1-2-1","IRRI 168/IR 65482-4-136-2-2-B//JANAKI","A3254",1,"10","24",20130608,86,116,113,19,9.9,3127,NA,2284,3276,NA,NA,5,1,4,"1","1","09-Oct","shb",1.36424205265939e-12
"292",565,"A1416",3272882,"IR12A109","IR 90203-14-2-3-1","IRRI 168/IR 65482-4-136-2-2-B//JANAKI","A3515",1,"3","63",20130608,99,129,116,11,10.1,2041,NA,2550,2134,"7",NA,3,1,0,"1","7","17-Oct",NA,0
"293",628,"A1417",3346766,"IR12A111","IR 90204-178-2-3-2","IRRI 168/IR01W102//IR 65482-4-136-2-2-B","A3516",1,"1","66",20130608,104,134,126,12,11.1,1878,NA,NA,1941,NA,NA,3,1,0,"1","7","20-Oct","late, few off types, seed discoloration",1.36424205265939e-12
"294",354,"A1418",3272383,"IR12A116","IR 90216-63-1-2-1","IR05A117/IR 65482-4-136-2-2-B//FEDEARROZ 50","A3517",1,"10","57",20130608,88,118,145,15,10.5,2419,NA,2925,2517,"7","S",9,3,0,"1","05-Mar","10-Oct","very green, long erect leaves",4.54747350886464e-13
"295",601,"A1419",3272814,"IR12A122","IR 90233-116-3-2-2","IR01N149/IR 64680-81-2-2-1-3//FEDEARROZ 50","A3518",1,"2","40",20130608,92,122,123,16,11.9,2132,NA,NA,2184,NA,NA,9,5,0,"1","7","10-Oct","poor, Bb, ShB",4.54747350886464e-13
"296",319,"A1115",3272878,"IR12A123","IR 90243-100-1-3-3","[IRRI 123,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]","A3255",1,"1","12",20130608,88,118,129,22,10.7,2574,NA,1885,2673,"9","S",3,1,3,"1"," 1/7","14-Oct",NA,0
"297",55,"A1116",3423716,"IR12A136","IR 90242-5-1-1-1-2","[NSIC RC 158,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]","A3519",1,"9","12",20130608,98,128,135,20,10.2,2007,NA,2070,2096,"5","S",3,3,0,"1","7","17-Oct","late for the early grp",-339.5
"298",271,"A1116",3423716,"IR12A136","IR 90242-5-1-1-1-2","[NSIC RC 158,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]","A3519",2,"2","7",20130608,97,127,139,19,10.3,2661,NA,2689,2775,"7","S",NA,NA,NA,"1","7","17-Oct","late",339.5
"299",647,"A1420",3425468,"IR12A138","IR 90242-79-3-3-2-3","[NSIC RC 158,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]","A3257",1,"1","47",20130608,94,124,125,12,11,1893,4,1956,1959,"7","S",5,7,0,"1","1","14-Oct",NA,9.09494701772928e-13
"300",21,"A1117",3425477,"IR12A140","IR 90243-14-1-3-1-3","[IRRI 123,IR 71146-97-1-2-1-3,IR 71676-90-2-2,IR 72870-19-2-2-3,IRRI 143,IR04A285,IR03A550,IR 72967-12-2-3,IR 72903-121-2-1-2,IRRI 119]","A3258",1,"10","21",20130608,86,116,115,18,10.1,2177,NA,2797,2276,"9","S",3,5,0,"1","7","05-Oct",NA,4.54747350886464e-13
"301",218,"A1118",3425737,"IR12A144","IR 90986-95-1-2-2","JANAKI/IR 71606-1-1-4-2-3-1-2 (NSIC 110","A6051",1,"4","20",20130608,94,124,125,17,10.5,2497,NA,2144,2599,"9","S",7,5,0,"1","7","15-Oct",NA,9.09494701772928e-13
"302",234,"A1119",3523395,"IR12A152","IR 91020-52-3-3-1","IR 65482-4-136-2-2-B/IRRI 123","A3259",1,"3","31",20130608,83,113,125,15,10.7,3093,NA,2780,3212,"5","S",5,3,3,"1"," 1/5","30-Sep",NA,1.36424205265939e-12
