Site,Designation,HT_CONT,Blk,analysisResultFolder,username,design,respvars,environment,environmentLevels,genotype,block,rep,row,column,descriptiveStat,varianceComponents,boxplotRawData,histogramRawData,heatmapResiduals,heatmapRow,heatmapColumn,diagnosticPlot,genotypeFixed,performPairwise,pairwiseAlpha,genotypeLevels,controlLevels,compareControl,performAllPairwise,genotypeRandom,excludeControls,genoPhenoCorrelation
Env1,IR 97454-70-3-1-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97460-93-1-2-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-14-2-4-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-46-3-3-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97526-7-3-3-3-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97453-58-1-4-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-74-1-2-3-1-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-1-1-3-3-3-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97443-1-3-1-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97628-38-2-2-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-146-3-2-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94060-37-2-2-1-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-91-1-1-3-3-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 91184-169-1-2-2-2-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97444-93-2-2-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97460-144-3-3-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-45-2-2-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-12-2-3-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97635-34-1-1-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97641-74-1-3-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97632-105-1-2-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97525-11-2-2-2-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97635-58-3-2-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-134-1-1-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97482-96-1-3-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-50-3-2-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97632-16-2-1-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97531-66-1-3-1-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-39-3-4-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97626-122-1-4-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97604-20-1-2-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97627-130-1-1-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97525-20-3-1-1-B,95,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-11-3-2-2-3-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-5-1-2-1-1-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-1-1-3-1-2-B,95,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-20-2-1-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-16-1-3-1-2-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97460-93-3-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97631-37-3-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 91917-12-1-1-2-2-B-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97646-43-1-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97525-49-3-3-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-99-1-4-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-11-3-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97630-89-2-1-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97482-5-2-3-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97641-64-2-3-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97526-7-3-2-3-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-166-3-1-2-3-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-8-3-3-3-2-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97453-51-2-3-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97638-61-2-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92969-104-2-3-2-1-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-94-3-2-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97444-93-1-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-42-2-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-90-1-1-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-129-1-1-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97525-49-3-3-3-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97525-49-3-3-3-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-122-1-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 95709-62-1-2-3-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-24-2-3-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97633-56-1-2-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97626-122-1-5-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97626-122-1-5-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97638-61-2-1-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-74-1-2-3-2-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-8-3-3-3-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92969-99-1-2-2-2-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97641-113-3-4-B,96,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97633-115-1-1-B,96,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
