Site,Designation,HT_CONT,Blk,analysisResultFolder,username,design,respvars,environment,environmentLevels,genotype,block,rep,row,column,descriptiveStat,varianceComponents,boxplotRawData,histogramRawData,heatmapResiduals,heatmapRow,heatmapColumn,diagnosticPlot,genotypeFixed,performPairwise,pairwiseAlpha,genotypeLevels,controlLevels,compareControl,performAllPairwise,genotypeRandom,excludeControls,genoPhenoCorrelation
Env1,IR 97629-40-3-1-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97631-51-2-1-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97463-64-2-2-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-54-3-1-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94037-61-1-1-1-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94287-26-3-3-3-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-99-1-6-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-76-3-1-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-114-1-2-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97647-118-3-2-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97632-18-3-1-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97463-12-2-1-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97463-12-3-1-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-142-1-1-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97472-65-3-6-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97632-61-2-3-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94054-17-3-2-2-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-123-2-3-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92937-213-2-2-1-3-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97463-24-2-5-B,84,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97631-51-3-1-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92937-213-2-2-1-1-B,84,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94304-49-3-1-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-40-2-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97632-105-1-1-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-121-2-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92969-213-3-3-3-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97463-95-2-3-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-112-2-3-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97635-58-3-3-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97630-52-1-1-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-74-1-2-3-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92978-1-1-3-3-3-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-123-3-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94037-37-1-1-2-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-40-1-7-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97646-138-2-1-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94297-118-2-1-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-24-2-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-14-2-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-68-2-5-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97463-95-1-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97454-60-3-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94036-39-3-1-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97483-84-2-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-94-2-1-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-10-1-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-9-1-3-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-98-1-5-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97647-118-2-5-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 92972-170-1-1-3-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97443-7-1-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 91909-53-3-1-3-1-B-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-13-1-3-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 91917-12-1-1-2-2-B-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-112-2-3-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94031-39-2-3-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-114-3-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97481-148-3-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97632-49-3-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-53-1-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-69-2-2-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 91184-169-1-2-2-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94296-13-1-3-3-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97629-54-3-1-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94040-38-1-2-2-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97635-61-3-3-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-110-3-4-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-114-3-1-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97463-95-1-1-B,85,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 94046-7-2-2-1-B,85,2,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97477-40-1-1-B,86,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
Env1,IR 97472-65-3-7-B,86,1,BIOFORT-IRRIHQ-OYT-2014-DS-1_HT_CONT_35,l.gallardo,0,HT_CONT,Site,NULL,Designation,Blk,NULL,NULL,NULL,TRUE,TRUE,TRUE,FALSE,FALSE,NULL,NULL,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE
